Technology,Green roof type,Plant species,Irrigation,PV panel type,PV panels and GR locations,Distance PV-green roof [cm],Distance PV-basecase roof [cm],Season,Base case roof situation,Building type,Base case roof,Base case insulation,Roof slope,Item,Item type,Item scale,Item class,Original monetary value,u.m.,Original year(s) at which the item is accounted,Green roof lifetime [years],Actual year(s) at which the item is accounted,Actual monetary value at the accounting year,Inflation adjustment ratio [GDP deflator 2020/GDP deflator year],PPP Exchange rate [€ EU27-2020/ local currency-2020],Adjusted Monetary value [EU27 2020 €/m2],Method for monetary value,Quantiative absolute evaluation,u.m.3,Method for absolute evaluation,Quantiative absolute evaluation 2,u.m. 3,Method for absolute evaluation 2,Climate,Continent,Country,City,Authors,Year,Title,Study type,"WTP Correction factor [GDPpc,EU27-year/GDPpc,country-year)",Unusable monetary value,Case-study ID,Old inflaction correction,Old PPP exchange,Old adjusted value
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,commercial,black roof,insulated,flat,Longevity increase,benefit,building,financial,15.900,2017 €/m2,every 20 years,40,every year,0.7950,1.060,1.173,0.98896828708,Avoided cost (roof replacement),,,,,,,Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis,,,Teotonio - Lisbon,1.619024104,1.192708333,1.535163715
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,residential,black roof,insulated,flat,Longevity increase,benefit,building,financial,15.900,2017 €/m2,every 20 years,40,every year,0.7950,1.060,1.173,0.98896828708,Avoided cost (roof replacement),,,,,,,Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis,,,Teotonio - Lisbon,1.619024104,1.192708333,1.535163715
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,commercial,black roof,insulated,slanted,Longevity increase,benefit,building,financial,24.230,2017 €/m2,every 20 years,40,every year,1.2115,1.060,1.173,1.50708815068,Avoided cost (roof replacement),,,,,,,Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis,,,Teotonio - Lisbon,1.619024104,1.192708333,2.339435019
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,residential,black roof,insulated,slanted,Longevity increase,benefit,building,financial,24.230,2017 €/m2,every 20 years,40,every year,1.2115,1.060,1.173,1.50708815068,Avoided cost (roof replacement),,,,,,,Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis,,,Teotonio - Lisbon,1.619024104,1.192708333,2.339435019
Green roof,Extensive,,yes,,,,,annual average,Already constructed,primary school,,,flat,Longevity increase,benefit,building,financial,30.00,2020 €/m2,last year,40,every year,0.7500,1.000,1.173,0.87980313385,Avoided cost (infrastructure),,,,,,,Csa,Europe,Portugal,Lisbon,"Almeida et al.,",2020,Socioeconomic feasibility of green roofs and walls in public buildings: The case study of primary schoools in Portugal,Cost-Benefit Analysis,,,Almeida - Lisbon1,1,1.171929825,0.878947368
Green roof,Extensive,,yes,,,,,annual average,Already constructed,primary school,,,slanted,Longevity increase,benefit,building,financial,30.00,2020 €/m2,last year,40,every year,0.7500,1.000,1.173,0.87980313385,Avoided cost (infrastructure),20,years,,,,,Csa,Europe,Portugal,Lisbon,"Almeida et al.,",2020,Socioeconomic feasibility of green roofs and walls in public buildings: The case study of primary schoools in Portugal,Cost-Benefit Analysis,,,Almeida - Lisbon2,1,1.171929825,0.878947368
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,commercial,black roof,non-insulated,slanted,Longevity increase,benefit,building,financial,36.370,2017 €/m2,every 20 years,40,every year,1.8185,1.060,1.173,2.26218720761,Avoided cost (roof replacement),,,,,,,Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis,,,Teotonio - Lisbon,1.619024104,1.192708333,3.511566309
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,residential,black roof,non-insulated,slanted,Longevity increase,benefit,building,financial,36.370,2017 €/m2,every 20 years,40,every year,1.8185,1.060,1.173,2.26218720761,Avoided cost (roof replacement),,,,,,,Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis,,,Teotonio - Lisbon,1.619024104,1.192708333,3.511566309
Green roof,Extensive,Sedum,yes,,,,,annual average,To be constructed,,black roof,non-insulated,flat,Longevity increase,benefit,building,financial,43.16,2014 US$/m2,every 17 years,40,every year,2.5390,1.096,0.668,1.85976899822,Avoided cost (roof replacement),,,,,,,Cfa,North America,USA,"San Antonio, TX","McRae,",2016,Case study: A conservative approach to green roof benefit quantification and valuation for public buildings,Cost-Benefit Analysis,,,McRae - San Antonio,2.400748885,0.717,4.370504828
Green roof,Extensive,,not mentioned,,,,,annual average,To be constructed,university,white roof,,flat,Longevity increase,benefit,building,financial,54.00,2018 $/m2,every 20 years,50,every year,2.7000,1.030,0.668,1.85828967844,Avoided cost (roof replacement),,,,,,,Cfa,North America,USA,"Gainesville, FL","Yao et al.,",2018,Integrating cost-benefits analysis and life cycle assessment of green roofs: a case study in Florida,Cost-Benefit Analysis,,,Yao - Gainesville,1.096062997,0.678,2.006452923
Green roof,Extensive,Sedum,yes,,,,,annual average,To be constructed,residential,black roof,insulated,flat,Longevity increase,benefit,building,financial,61.75,2013 $/m2,every 25 years,50,every year,2.4701,1.012,1.008,2.51954639571,Avoided cost (roof replacement),,,,,,,Csa,Europe,Italy,Genoa,"Perini & Rosasco,",2016,Is greening the building envelope economically sustainable? An analysis to evaluate the advantages of economy of scope of vertical green systems and green roofs,Cost-Benefit Analysis,,,Perini & Rosasco - Genoa,1.712878997,0.721,3.050581679
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,residential,black roof,,,Longevity increase,benefit,building,financial,62.00,2018 €/m2,every 25 years,50,every year,2.4800,1.038,0.896,2.30714278824,Avoided cost (roof replacement),,,,,,,Cfb,Europe,Germany,Berlin,"Johnson & Geisendorf,",2019,Are Neighborhood-level SUDS Worth it? An assessment of the Economic Value of Sustainable Urban Drainage System Scenarios Using Cost-Benefit Analyses,Cost-Benefit Analysis,,,Johnson & Geisendor - Berlin,1.096062997,0.919945726,2.500629805
Green roof,Extensive,Sedum,no,,,,,annual average,To be constructed,university,gravel roof,insulated,flat,Longevity increase,benefit,building,financial,80.78,2005 US$/m2,every 20 years,40,every year,4.0390,1.300,0.668,3.50725940599,Avoided cost (roof replacement),,,,,,,Cfa,North America,USA,"Athens, GA","Carter and Keeler,",2008,Life-cycle cost-benefit analysis of extensive vegetated roof systems,Cost-Benefit Analysis,,,Carter & Keeler - Athens,0.862121135,0.819,2.85184585
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,Longevity increase,benefit,building,financial,90.45,2016 MYR/m2,every 20 years,50,every year,4.5224,1.037,0.426,1.99887286007,Avoided cost (roof replacement),,,,,,,Af,Asia,Malaysia,Kuala Lumpur,"Mahdiyar et al.,",2016,Probabilistic private cost-benefit analysis for green roof installation: A  monte carlo simulation approach,Cost-Benefit Analysis,,,Mahdiyar - Kuala Lumpur,2.508207583,0.694,1.827730866
Green roof,Extensive,,not mentioned,,,,,annual average,To be constructed,office,black roof,,,Longevity increase,benefit,building,financial,107.64,2015 US$/m2,every 25 years,50,every year,4.3056,1.086,0.668,3.12399088046,Avoided cost (roof replacement),,,,,,,Dfb,North America,USA,"Grand Rapids, MI","Nordman et al,",2018,"Benefit-cost analysis of stormwater green infrastructure practices for Grand Rapids, Michigan, USA",Cost-Benefit Analysis,,,Nordman - Grand Rapids,2.181460776,0.719,6.753205714
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,Longevity increase,benefit,building,financial,113.70,2016 MYR/m2,every 20 years,50,every year,5.6852,1.037,0.426,2.51286873838,Avoided cost (roof replacement),,,,,,,Af,Asia,Malaysia,Kuala Lumpur,"Mahdiyar et al.,",2016,Probabilistic private cost-benefit analysis for green roof installation: A  monte carlo simulation approach,Cost-Benefit Analysis,,,Mahdiyar - Kuala Lumpur,2.508207583,0.694,2.297718803
Green roof,Semi-intensive,Grass (Koeleria macarantha),,,,,,summer,To be constructed,university,black roof,insulated,flat,Longevity increase,benefit,building,financial,129.00,2015 $/m2,every 10 years,40,every year,12.9000,1.086,0.668,9.35978315633,Avoided cost (roof replacement),,,,,,,Dfa,North America,USA,"Champaign, IL","William et al.,",2016,An environmental cost-benefit analysis of alternative green roofing strategies,Cost-Benefit Analysis,,,William - Champaign,2.181460776,0.719,20.23326684
Green roof,Semi-intensive,Grass (Koeleria macarantha),,,,,,summer,To be constructed,university,black roof,insulated,flat,Longevity increase,benefit,building,financial,151.00,2015 $/m2,every 20 years,40,every year,7.5500,1.086,0.668,5.47801262250,Avoided cost (roof replacement),,,,,,,Dfa,North America,USA,"Champaign, IL","William et al.,",2016,An environmental cost-benefit analysis of alternative green roofing strategies,Cost-Benefit Analysis,,,William - Champaign,2.181460776,0.719,11.84195075
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,Longevity increase,benefit,building,financial,161.46,2012 US$/m2,every 20 years,40,every year,8.0730,1.000,0.668,5.39350671600,Avoided cost (roof replacement),,,"Value from literature (City of Portland, 2008)",,,,,,,,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis,,,,1.308722044,0.739,7.807766354
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,Longevity increase,benefit,building,financial,161.46,2012 US$/m2,every 20 years,55,every year,8.0730,1.000,0.668,5.39350671600,Avoided cost (roof replacement),,,"Value from literature (City of Portland, 2008)",,,,,,,,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis,,,,1.308722044,0.739,7.807766354
Green roof,Extensive,,not mentioned,,,,,annual average,To be constructed,university,black roof,non-insulated,flat,Longevity increase,benefit,building,financial,167.00,2006 US$/m2,every 20 years,40,every year,8.3500,1.262,0.668,7.03773337738,Avoided cost (roof replacement),,,,,,,Dfa,North America,USA,"Ann Arbor, MI","Clark et al., ",2008,Green roof valuation: a probabilisitc economic analysis of environmental benefits,Cost-Benefit Analysis,,,Clark - Ann Arbor,0.756263391,0.796,5.026580253
Green roof,Extensive,Sedum,not mentioned,,,,,annual average,To be constructed,office,black roof,non-insulated,slanted,Longevity increase,benefit,building,financial,180.300,2011 €/m2,every 25 years,50,every year,7.2120,1.145,0.889,7.34300987756,Avoided cost (roof replacement),,,,,,,Cfb,Europe,Belgium,Dilbeek,"Claus and Rousseau,",2012,Public versus private incentives to invest in green roofs: a cost benefit analysis for Flanders,Cost-Benefit Analysis,,,Claus  Rousseau - Dilbeek,1.355793717,0.895432692,8.755526796
Green roof,Extensive,Sedum,not mentioned,,,,,annual average,To be constructed,office,black roof,non-insulated,slanted,Longevity increase,benefit,building,financial,180.300,2011 €/m2,every 25 years,50,every year,7.2120,1.145,0.889,7.34300987756,Avoided cost (roof replacement),,,,,,,Cfb,Europe,Belgium,Dilbeek,"Claus and Rousseau,",2012,Public versus private incentives to invest in green roofs: a cost benefit analysis for Flanders,Cost-Benefit Analysis,,,Claus  Rousseau - Dilbeek,1.355793717,0.895432692,8.755526796
Green roof,Extensive,Sedum,not mentioned,,,,,annual average,To be constructed,office,black roof,non-insulated,slanted,Longevity increase,benefit,building,financial,180.300,2011 €/m2,every 25 years,50,every year,7.2120,1.145,0.889,7.34300987756,Avoided cost (roof replacement),,,,,,,Cfb,Europe,Belgium,Dilbeek,"Claus and Rousseau,",2012,Public versus private incentives to invest in green roofs: a cost benefit analysis for Flanders,Cost-Benefit Analysis,,,Claus  Rousseau - Dilbeek,1.355793717,0.895432692,8.755526796
Green roof,Extensive,Xeric,not mentioned,,,,,annual average,Already constructed,residential,black roof,insulated,slanted,Longevity increase,benefit,building,financial,300.00,2016 CZK/m2,every 20 years,50,every year,15.0000,1.124,0.053,0.88997626371,Avoided cost (roof replacement),,,,,,,Cfb,Europe,Czech Republic,Jinonice,"Machac et al.,",2016,Green and Blue Infrastructure: An Opportunity for Smart Cities,Cost-Benefit Analysis,,,Machac - Jinonice,2.508207583,0.055184478,2.076211907
Green roof,Extensive,,yes,,,,,annual average,Already constructed,,black roof,,,Longevity increase,benefit,building,financial,870.03,2017 UYU/m2,,30,not accounted,,1.289,0.023,,,,,,,,,Cfa,South America,Uruguay,Montevideo,"Vincent et al.,",2017,Enhancing the Economic Value of Large Investments in Sustainable Drainage Systems (SuDS) through Inclusion of Econsystems Services Benefits,Cost-Benefit Analysis,,x,Vincent - Montevideo,1.619024104,0.687,
Photovoltaic-green roof,Extensive,Sedum and grass,no,Monocrystalline (SolarWorld 320W),,,,annual average,Already constructed,office,black roof,non-insulated,flat,Maintenance of green roof (gross),cost,building,financial,0.00,2016 $/m2,every year,not mentioned,every year,0.0000,1.075,0.668,0.00000000000,Considered negligible,,,,,,,Csb,North America,USA,"Portland, OR","Statler et al.,",2017,"Optimizing angles of rooftop photovoltaics, ratios of solar to vegetated roof systems, and economic benefits, in Portland, Oregon, USA",Cost-Benefit Analysis,,,Statler - Portland,2.508207583,0.694,0
Photovoltaic-green roof,Extensive,Sedum and grass,no,Monocrystalline (SolarWorld 320W),,,,annual average,Already constructed,dormitory,black roof,non-insulated,flat,Maintenance of green roof (gross),cost,building,financial,0.00,2016 $/m2,every year,not mentioned,every year,0.0000,1.075,0.668,0.00000000000,Considered negligible,,,,,,,Csb,North America,USA,"Portland, OR","Statler et al.,",2017,"Optimizing angles of rooftop photovoltaics, ratios of solar to vegetated roof systems, and economic benefits, in Portland, Oregon, USA",Cost-Benefit Analysis,,,Statler - Portland,2.508207583,0.694,0
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,Maintenance of green roof (gross),cost,building,financial,0.43,2016 MYR/m2,every year,50,every year,0.4307,1.037,0.426,0.19036884382,Market value (survey to roof companies),,,,,,,Af,Asia,Malaysia,Kuala Lumpur,"Mahdiyar et al.,",2016,Probabilistic private cost-benefit analysis for green roof installation: A  monte carlo simulation approach,Cost-Benefit Analysis,,,Mahdiyar - Kuala Lumpur,2.508207583,0.694,0.174069606
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,Maintenance of green roof (gross),cost,building,financial,0.65,2012 US$/m2,every year,40,every year,0.6500,1.000,0.668,0.43425980000,Market value,,,"Value from literature (Acks, 2005)",,,,,,,,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis,,,,1.308722044,0.739,0.628644634
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,Maintenance of green roof (gross),cost,building,financial,0.65,2012 US$/m2,every year,55,every year,0.6500,1.000,0.668,0.43425980000,Market value,,,"Value from literature (Acks, 2005)",,,,,,,,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis,,,,1.308722044,0.739,0.628644634
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,Maintenance of green roof (gross),cost,building,financial,1.08,2016 MYR/m2,every year,50,every year,1.0768,1.037,0.426,0.47592210954,Market value (survey to roof companies),,,,,,,Af,Asia,Malaysia,Kuala Lumpur,"Mahdiyar et al.,",2016,Probabilistic private cost-benefit analysis for green roof installation: A  monte carlo simulation approach,Cost-Benefit Analysis,,,Mahdiyar - Kuala Lumpur,2.508207583,0.694,0.435174016
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,residential,black roof,,,Maintenance of green roof (gross),cost,building,financial,1.50,2018 €/m2,every year,50,every year,1.5000,1.038,0.896,1.39544926708,Market value (survey to project partners),,,,,,,Cfb,Europe,Germany,Berlin,"Johnson & Geisendorf,",2019,Are Neighborhood-level SUDS Worth it? An assessment of the Economic Value of Sustainable Urban Drainage System Scenarios Using Cost-Benefit Analyses,Cost-Benefit Analysis,,,Johnson & Geisendor - Berlin,1.096062997,0.919945726,1.512477704
Green roof,Extensive,Sedum and aromatic plants,not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Maintenance of green roof (gross),cost,building,financial,2.00,2017 €/m2,every year,40,every year,2.0000,1.031,1.008,2.07824951482,Market value,,,,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2018,Enhancing the environmental performance of industrial settlements. An economic evaluation of extensive green roof competitiveness,Cost-Benefit Analysis,,,Berto 2018- Trieste,1.619024104,0.995652174,3.223969737
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Maintenance of green roof (gross),cost,building,financial,2.00,2019 €/m2,every year,40,every year,2.0000,1.012,1.008,2.04000694891,Market value,,,,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis,,,Berto 2020 - Trieste,1,1.004484305,2.00896861
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Maintenance of green roof (gross),cost,building,financial,2.00,2019 €/m2,every year,40,every year,2.0000,1.012,1.008,2.04000694891,Market value,,,,,,,Cfa,Europe,Italy,Ancona,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis,,,Berto 2020 - Ancona,1,1.004484305,2.00896861
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Maintenance of green roof (gross),cost,building,financial,2.00,2019 €/m2,every year,40,every year,2.0000,1.012,1.008,2.04000694891,Market value,,,,,,,Csa,Europe,Italy,Palermo,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis,,,Berto 2020 - Palermo,1,1.004484305,2.00896861
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,Already constructed,Railway station,black roof,non-insulated,flat,Maintenance of green roof (gross),cost,building,financial,2.50,2018 €/m2,every year,40,every year,2.5000,1.042,1.173,3.05458367995,Market value,,,,,,,Csa,Europe,Portugal,Lisbon,"Silva et al.,",2019,The socioeconomic feasibility of greening rail stations: a case study in Lisbon,Cost-Benefit Analysis,,,Silva - Lisbon,1.096062997,1.187390543,3.253637093
Green roof,Extensive,,yes,,,,,annual average,Already constructed,primary school,,,flat,Maintenance of green roof (gross),cost,building,financial,2.80,2020 €/m2,every year,40,every year,2.8000,1.000,1.173,3.28459836636,Market value,,,,,,,Csa,Europe,Portugal,Lisbon,"Almeida et al.,",2020,Socioeconomic feasibility of green roofs and walls in public buildings: The case study of primary schoools in Portugal,Cost-Benefit Analysis,,,Almeida - Lisbon1,1,1.171929825,3.281403509
Green roof,Extensive,,yes,,,,,annual average,Already constructed,primary school,,,slanted,Maintenance of green roof (gross),cost,building,financial,2.80,2020 €/m2,every year,40,every year,2.8000,1.000,1.173,3.28459836636,Market value,,,,,,,Csa,Europe,Portugal,Lisbon,"Almeida et al.,",2020,Socioeconomic feasibility of green roofs and walls in public buildings: The case study of primary schoools in Portugal,Cost-Benefit Analysis,,,Almeida - Lisbon2,1,1.171929825,3.281403509
Green roof,Extensive,Xeric,not mentioned,,,,,annual average,Already constructed,residential,black roof,insulated,slanted,Maintenance of green roof (gross),cost,building,financial,12.80,2016 CZK/m2,every year,50,every year,12.8000,1.124,0.053,0.75944641170,Market value,,,,,,,Cfb,Europe,Czech Republic,Jinonice,"Machac et al.,",2016,Green and Blue Infrastructure: An Opportunity for Smart Cities,Cost-Benefit Analysis,,,Machac - Jinonice,2.508207583,0.055184478,1.771700827
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,Maintenance of green roof (gross),cost,building,financial,13.46,2012 US$/m2,every year,40,every year,13.4600,1.000,0.668,8.99251832000,Market value,,,"Value from literature (Acks, 2005)",,,,,,,,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis,,,,1.308722044,0.739,13.01777965
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,Maintenance of green roof (gross),cost,building,financial,13.46,2012 US$/m2,every year,55,every year,13.4600,1.000,0.668,8.99251832000,Market value,,,"Value from literature (Acks, 2005)",,,,,,,,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis,,,,1.308722044,0.739,13.01777965
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,,,,Maintenance of green roof (gross),cost,building,financial,20.50,2020 CNY/m2,every year,20,every year,20.5039,1.000,0.159,3.26091604413,Market value,,,,,,,Cwa,Asia,China,Pearl river delta,"Xin et al.,",2021,Comprehensive performance Evaluation of Green Infrastructure Practices for Urban Watersheds Using an Engineering-Enviromental-Economic (3E) Model,Cost-Benefit Analysis,,,Xin - Pearl river delta,1,1.171929825,3.679859649
Green roof,Extensive,,,,,,,annual average,Already constructed,,,,,Maintenance of green roof (gross),cost,building,financial,58.00,2019 KRW/m2,every year,20,every year,58.0000,1.013,0.001,0.04552487280,Market value,,,,,,,Cwa,Asia,South Korea,Seoul,"Shin & Kim,",2019,"Benefit-Cost Analysis of Green Roof Initiative Projects. The Case of Jung-gu, Seoul",Cost-Benefit Analysis,,,Shin & Kim 2019 - Seoul,1,0.000773685,0.044873758
Green roof,Extensive,,yes,,,,,annual average,Already constructed,,black roof,,,Maintenance of green roof (gross),cost,building,financial,1555.69,2017 UYU/m2,,30,not accounted,51.8562,1.289,0.023,1.56898709212,Market value,,,,,,,Cfa,South America,Uruguay,Montevideo,"Vincent et al.,",2017,Enhancing the Economic Value of Large Investments in Sustainable Drainage Systems (SuDS) through Inclusion of Econsystems Services Benefits,Cost-Benefit Analysis,,x,Vincent - Montevideo,1.619024104,0.687,2.002085207
Green roof,Semi-intensive,,,,,,,annual average,Already constructed,mix of multiple,black roof,,,Maintenance of green roof (gross),cost,building,financial,6857.80,2016 KRW/m2,every year,10,every year,6857.8048,1.030,0.001,5.47799946051,Market value,,,,,,,Cwa,Asia,South Korea,Seoul,"Gwak et al.,",2017,Optimal location selection for the installation of urban green roofs considering honeybee habitats along with socio-economic and environmental effects,Cost-Benefit Analysis,,,Gwak - Seoul,2.508207583,0.694,9.887153637
Green roof,Semi-intensive,,,,,,,annual average,Already constructed,mix of multiple,black roof,,,Maintenance of green roof (gross),cost,building,financial,132205.92,2016 KRW/m2,0,10,every year,13220.5920,1.030,0.001,10.56057994587,Market value,,,,,,,Cwa,Asia,South Korea,Seoul,"Gwak et al.,",2017,Optimal location selection for the installation of urban green roofs considering honeybee habitats along with socio-economic and environmental effects,Cost-Benefit Analysis,,,Gwak - Seoul,2.508207583,0.694,19.06062189
Green roof,Extensive,Sedum and aromatic plants,not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,Maintenance of green roof (net),cost,building,financial,-0.86,2017 €/m2,every year,40,every year,-0.8600,1.031,1.008,-0.89364729137,Market value,,,,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2018,Enhancing the environmental performance of industrial settlements. An economic evaluation of extensive green roof competitiveness,Cost-Benefit Analysis,,,Berto 2018- Trieste,1.619024104,0.995652174,-1.386306987
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,Maintenance of green roof (net),cost,building,financial,-0.86,2019 €/m2,every year,40,every year,-0.8600,1.012,1.008,-0.87720298803,Market value,,,,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis,,,Berto 2020 - Trieste,1,1.004484305,-0.863856502
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,Maintenance of green roof (net),cost,building,financial,-0.86,2019 €/m2,every year,40,every year,-0.8600,1.012,1.008,-0.87720298803,Market value,,,,,,,Cfa,Europe,Italy,Ancona,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis,,,Berto 2020 - Ancona,1,1.004484305,-0.863856502
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,Maintenance of green roof (net),cost,building,financial,-0.86,2019 €/m2,every year,40,every year,-0.8600,1.012,1.008,-0.87720298803,Market value,,,,,,,Csa,Europe,Italy,Palermo,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis,,,Berto 2020 - Palermo,1,1.004484305,-0.863856502
Green roof,Extensive,Multiple species,not mentioned,,,,,annual average,To be constructed,,black roof,non-insulated,,Maintenance of green roof (net),cost,building,financial,0.00,2010 US$/m2,every year,40,every year,0.0000,1.182,0.668,0.00000000000,Considered negligible,,,,,,,Cfa,North America,USA,Washington D.C.,"Niu et al.,",2010,"Scaling of economic benefits from green roof implementation in Wahsington, DC",Cost-Benefit Analysis,,,Niu - Washington D.C.,2.331381249,0.756,0
Green roof,Extensive,Multiple species,not mentioned,,,,,annual average,To be constructed,,black roof,non-insulated,,Maintenance of green roof (net),cost,building,financial,0.00,2010 US$/m2,every year,40,every year,0.0000,1.182,0.668,0.00000000000,Considered negligible,,,,,,,Cfa,North America,USA,Washington D.C.,"Niu et al.,",2010,"Scaling of economic benefits from green roof implementation in Wahsington, DC",Cost-Benefit Analysis,,,Niu - Washington D.C.,2.331381249,0.756,0
Green roof,Extensive,Sedum,yes,,,,,annual average,To be constructed,office,black roof,insulated,flat,Maintenance of green roof (net),cost,building,financial,0.03,2012 €/m2,every year,not mentioned,every year,0.0335,1.124,1.000,0.03762198238,Market value,,,It consists of irrigation costs only,,,,Cfb,Europe,Netherlands,Amsterdam,"Ascione et al.,",2013,Green roofs in European climates. Are effective soluzitons for the energy savings in air-conditioning?,Cost-Benefit Analysis,,,Ascione-Amsterdam,1.308722044,0.89684466,0.039282731
Green roof,Extensive,Sedum,yes,,,,,annual average,To be constructed,office,black roof,insulated,flat,Maintenance of green roof (net),cost,building,financial,0.04,2012 €/m2,every year,not mentioned,every year,0.0355,1.046,1.000,0.03712695828,Market value,,,It consists of irrigation costs only,,,,Dfb,Europe,Norway,Oslo,"Ascione et al.,",2013,Green roofs in European climates. Are effective soluzitons for the energy savings in air-conditioning?,Cost-Benefit Analysis,,,Ascione - Oslo,1.308722044,0.081774925,0.003798907
Green roof,Extensive,Sedum,yes,,,,,annual average,To be constructed,office,black roof,insulated,flat,Maintenance of green roof (net),cost,building,financial,0.05,2012 €/m2,every year,not mentioned,every year,0.0510,1.197,1.000,0.06104883102,Market value,,,It consists of irrigation costs only,,,,Cfb,Europe,United Kingdom,London,"Ascione et al.,",2013,Green roofs in European climates. Are effective soluzitons for the energy savings in air-conditioning?,Cost-Benefit Analysis,,,Ascione - London,1.308722044,1.052706553,0.08663024
